task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
527	f7/cc358b	2628897	nifti_converter (150)	COMPLETED	0	2025-10-27 23:49:09.833	1.5s	931ms	101.2%	12 MB	62.4 MB	7.4 MB	80 MB
151	fe/ceb1ff	1822066	fastsurfer (151)	COMPLETED	0	2025-10-27 22:41:49.822	1h 9m 41s	1h 9m 40s	884.6%	13.1 GB	525.8 GB	3.7 GB	432.9 MB
529	a1/436813	2699553	nifti_converter (151)	COMPLETED	0	2025-10-27 23:51:31.634	1.6s	1s	100.6%	11.3 MB	62.4 MB	7.4 MB	80 MB
528	c1/0369a6	2629977	roi_creator (150)	COMPLETED	0	2025-10-27 23:49:12.362	2m 25s	2m 25s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
530	79/9870c3	2700779	roi_creator (151)	COMPLETED	0	2025-10-27 23:51:34.248	2m 18s	2m 17s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
153	7e/804b9c	1988252	fastsurfer (153)	COMPLETED	0	2025-10-27 22:55:53.161	1h 3m 37s	1h 3m 37s	823.7%	12.7 GB	525.5 GB	3.7 GB	432.5 MB
531	9f/0682c5	2827447	nifti_converter (152)	COMPLETED	0	2025-10-27 23:59:31.395	1.6s	1.1s	100.8%	73.5 MB	112 MB	7.2 MB	80 MB
532	db/175b2b	2828155	roi_creator (152)	COMPLETED	0	2025-10-27 23:59:34.000	2m 30s	2m 30s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
154	55/624c8d	2187612	fastsurfer (154)	COMPLETED	0	2025-10-27 23:20:16.096	43m 19s	43m 19s	787.8%	13 GB	525.7 GB	3.5 GB	393.1 MB
533	20/0768cb	2914322	nifti_converter (153)	COMPLETED	0	2025-10-28 00:03:36.487	1.6s	1s	99.9%	9.8 MB	62.4 MB	7.2 MB	80 MB
534	1f/c216a2	2914740	roi_creator (153)	COMPLETED	0	2025-10-28 00:03:39.074	2m 34s	2m 33s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
150	c1/8d658c	2277404	fastsurfer (150)	COMPLETED	0	2025-10-27 23:25:50.523	52m 14s	52m 13s	765.0%	13 GB	525.7 GB	3.6 GB	408.7 MB
535	fc/8a57b2	3086068	nifti_converter (154)	COMPLETED	0	2025-10-28 00:18:05.212	1.9s	1.3s	100.7%	73.5 MB	112 MB	7.1 MB	80 MB
536	32/86e636	3086978	roi_creator (154)	COMPLETED	0	2025-10-28 00:18:08.076	2m 51s	2m 51s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
152	fb/640472	2398862	fastsurfer (152)	COMPLETED	0	2025-10-27 23:34:06.092	55m 55s	55m 54s	849.6%	12.5 GB	525 GB	3.8 GB	439.1 MB
537	59/b34e6d	3215347	nifti_converter (155)	COMPLETED	0	2025-10-28 00:30:01.227	2.1s	1.4s	99.4%	73.5 MB	112 MB	7 MB	80 MB
538	6f/800b98	3216381	roi_creator (155)	COMPLETED	0	2025-10-28 00:30:04.290	2m 58s	2m 57s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
156	a0/b2b9d6	2481990	fastsurfer (156)	COMPLETED	0	2025-10-27 23:37:58.159	59m 2s	59m 2s	892.7%	12.8 GB	525.6 GB	3.7 GB	427.3 MB
539	ce/7ba75a	3313332	nifti_converter (156)	COMPLETED	0	2025-10-28 00:37:01.528	2s	1.4s	98.5%	72.8 MB	112 MB	7.5 MB	80 MB
540	a5/229677	3314343	roi_creator (156)	COMPLETED	0	2025-10-28 00:37:04.583	2m 57s	2m 57s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
157	0c/ed9a73	2698992	fastsurfer (157)	COMPLETED	0	2025-10-27 23:51:30.628	1h 22m 27s	1h 22m 26s	1002.1%	12.5 GB	525.1 GB	3.9 GB	464.7 MB
541	af/076b7e	3572703	nifti_converter (157)	COMPLETED	0	2025-10-28 01:13:58.306	1.5s	904ms	100.4%	13.5 MB	62.4 MB	7.5 MB	80 MB
542	5b/ecba16	3573096	roi_creator (157)	COMPLETED	0	2025-10-28 01:14:00.826	2m 14s	2m 14s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
159	21/cd3fc1	2826847	fastsurfer (159)	COMPLETED	0	2025-10-27 23:59:30.389	1h 18m 30s	1h 18m 30s	1097.3%	12.5 GB	525 GB	3.7 GB	424.2 MB
543	8f/7bc814	3651981	nifti_converter (158)	COMPLETED	0	2025-10-28 01:18:01.505	1.6s	962ms	99.9%	10.5 MB	62.4 MB	7.6 MB	80 MB
158	7a/2450b1	2913728	fastsurfer (158)	COMPLETED	0	2025-10-28 00:03:35.476	1h 16m 26s	1h 16m 25s	1154.7%	12.5 GB	525 GB	3.6 GB	406 MB
545	8a/74b313	3720244	nifti_converter (159)	COMPLETED	0	2025-10-28 01:20:01.606	1.7s	1s	100.9%	11.2 MB	62.4 MB	7.8 MB	80 MB
544	c5/238c86	3652679	roi_creator (158)	COMPLETED	0	2025-10-28 01:18:04.070	2m 6s	2m 6s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
155	33/19b7c8	2628275	fastsurfer (155)	COMPLETED	0	2025-10-27 23:49:08.826	1h 31m 18s	1h 31m 18s	1177.4%	12.5 GB	525 GB	3.7 GB	431.5 MB
547	04/2db16c	3727432	nifti_converter (160)	COMPLETED	0	2025-10-28 01:20:28.336	1.5s	844ms	100.7%	13.5 MB	62.4 MB	7.5 MB	80 MB
546	18/c7bd50	3721374	roi_creator (159)	COMPLETED	0	2025-10-28 01:20:04.330	2m 1s	2m 1s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
548	22/b37b1f	3728052	roi_creator (160)	COMPLETED	0	2025-10-28 01:20:30.820	2m 3s	2m 2s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
160	9a/0dc51f	3215341	fastsurfer (160)	COMPLETED	0	2025-10-28 00:30:01.221	57m 7s	57m 6s	998.6%	12.7 GB	525.5 GB	3.6 GB	415.3 MB
549	5e/915497	3914840	nifti_converter (161)	COMPLETED	0	2025-10-28 01:27:09.341	1.9s	1.3s	100.0%	73.5 MB	112 MB	7.2 MB	80 MB
163	70/b3a069	3085466	fastsurfer (163)	COMPLETED	0	2025-10-28 00:18:04.204	1h 10m 6s	1h 10m 5s	980.8%	12.7 GB	525.4 GB	3.7 GB	419.9 MB
551	52/fadfb3	3977372	nifti_converter (162)	COMPLETED	0	2025-10-28 01:28:11.129	1.4s	844ms	101.4%	12.8 MB	62.4 MB	7 MB	80 MB
550	f7/5fc0cb	3916239	roi_creator (161)	COMPLETED	0	2025-10-28 01:27:12.257	2m 17s	2m 17s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
552	8f/72658d	3977845	roi_creator (162)	COMPLETED	0	2025-10-28 01:28:13.565	2m 25s	2m 24s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
162	da/b78738	3312672	fastsurfer (162)	COMPLETED	0	2025-10-28 00:37:00.523	58m 59s	58m 58s	876.7%	12.5 GB	525 GB	3.7 GB	432.1 MB
553	21/bad47a	4127903	nifti_converter (163)	COMPLETED	0	2025-10-28 01:36:00.323	1.5s	963ms	100.3%	12.8 MB	62.4 MB	7.3 MB	80 MB
554	b2/5e50b6	4129020	roi_creator (163)	COMPLETED	0	2025-10-28 01:36:02.870	2m 37s	2m 37s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
161	bd/45ce51	3572136	fastsurfer (161)	COMPLETED	0	2025-10-28 01:13:57.295	1h 15m 14s	1h 15m 13s	819.3%	12.5 GB	525 GB	4 GB	475.2 MB
555	ec/8590d6	277851	nifti_converter (164)	COMPLETED	0	2025-10-28 02:29:12.151	2.1s	1.6s	100.5%	73.5 MB	112 MB	7.4 MB	80 MB
556	47/774785	278552	roi_creator (164)	COMPLETED	0	2025-10-28 02:29:15.268	2m 50s	2m 49s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
165	90/093bbd	3651201	fastsurfer (165)	COMPLETED	0	2025-10-28 01:18:00.497	1h 48m 57s	1h 48m 57s	1025.7%	13 GB	525.8 GB	3.9 GB	451.3 MB
557	33/c4f82e	509401	nifti_converter (165)	COMPLETED	0	2025-10-28 03:06:58.877	1.5s	908ms	101.3%	10.5 MB	62.4 MB	6.9 MB	80 MB
558	5a/6f4c64	510049	roi_creator (165)	COMPLETED	0	2025-10-28 03:07:01.361	2m 13s	2m 13s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
167	e1/307995	3913798	fastsurfer (167)	COMPLETED	0	2025-10-28 01:27:08.334	1h 52m 53s	1h 52m 52s	1054.1%	13.1 GB	525.8 GB	3.7 GB	431.8 MB
559	6b/9c88e1	646720	nifti_converter (166)	COMPLETED	0	2025-10-28 03:20:02.273	1.5s	925ms	100.0%	13.5 MB	62.4 MB	7.1 MB	80 MB
168	c0/dafaa0	4127267	fastsurfer (168)	COMPLETED	0	2025-10-28 01:35:59.317	1h 44m 22s	1h 44m 21s	1147.1%	12.7 GB	525.4 GB	3.6 GB	405.4 MB
561	52/a64ecc	651309	nifti_converter (167)	COMPLETED	0	2025-10-28 03:20:22.227	1.4s	831ms	100.6%	15 MB	62.4 MB	7.1 MB	80 MB
164	5a/645bfd	3726563	fastsurfer (164)	COMPLETED	0	2025-10-28 01:20:27.327	2h 1m 38s	2h 1m 37s	1190.3%	12.5 GB	525 GB	3.7 GB	430.7 MB
563	b4/e467cf	762916	nifti_converter (168)	COMPLETED	0	2025-10-28 03:22:06.200	1.5s	921ms	100.6%	14.2 MB	62.4 MB	7.1 MB	80 MB
560	81/92387c	647345	roi_creator (166)	COMPLETED	0	2025-10-28 03:20:04.822	2m 15s	2m 14s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
562	48/3704e8	651779	roi_creator (167)	COMPLETED	0	2025-10-28 03:20:24.676	2m 13s	2m 13s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
166	17/7b0732	3720242	fastsurfer (166)	COMPLETED	0	2025-10-28 01:20:01.600	2h 3m 46s	2h 3m 45s	1199.5%	13 GB	525.7 GB	3.8 GB	435.7 MB
565	cc/30aba4	830503	nifti_converter (169)	COMPLETED	0	2025-10-28 03:23:47.517	1.5s	891ms	100.8%	11.3 MB	62.4 MB	7.1 MB	80 MB
564	aa/6b8d1c	764141	roi_creator (168)	COMPLETED	0	2025-10-28 03:22:08.716	2m 6s	2m 5s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
566	c0/9f75bb	831737	roi_creator (169)	COMPLETED	0	2025-10-28 03:23:50.026	2m 16s	2m 15s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
170	0e/acbab8	3975910	fastsurfer (170)	COMPLETED	0	2025-10-28 01:28:10.122	2h 8m 26s	2h 8m 25s	1103.4%	12.5 GB	525 GB	4 GB	482.6 MB
567	49/aeebd2	1025689	nifti_converter (170)	COMPLETED	0	2025-10-28 03:36:36.831	1.5s	879ms	99.6%	11.2 MB	62.4 MB	7.6 MB	80 MB
568	57/d6fccc	1026858	roi_creator (170)	COMPLETED	0	2025-10-28 03:36:39.295	2m 23s	2m 23s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.4 MB
169	ba/698768	277251	fastsurfer (169)	COMPLETED	0	2025-10-28 02:29:11.146	1h 22m 49s	1h 22m 48s	779.6%	12.7 GB	525.4 GB	3.8 GB	442.9 MB
569	a9/bcb161	1184458	nifti_converter (171)	COMPLETED	0	2025-10-28 03:52:01.072	2.2s	1.6s	100.7%	73.5 MB	112 MB	7.6 MB	80 MB
570	ec/0cf70b	1185358	roi_creator (171)	COMPLETED	0	2025-10-28 03:52:04.282	2m 54s	2m 53s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
172	25/767b63	508645	fastsurfer (172)	COMPLETED	0	2025-10-28 03:06:57.871	50m 59s	50m 59s	746.3%	12.7 GB	525.4 GB	3.6 GB	417.4 MB
571	0c/36c323	1274096	nifti_converter (172)	COMPLETED	0	2025-10-28 03:57:58.263	1.6s	1.1s	100.8%	73.5 MB	112 MB	7 MB	80 MB
572	89/34bf0a	1274533	roi_creator (172)	COMPLETED	0	2025-10-28 03:58:00.899	2m 52s	2m 52s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
171	29/1d82e2	646114	fastsurfer (171)	COMPLETED	0	2025-10-28 03:20:01.265	51m 15s	51m 15s	722.7%	12.5 GB	525 GB	3.6 GB	412.1 MB
573	bb/6e8cfc	1417175	nifti_converter (173)	COMPLETED	0	2025-10-28 04:11:17.495	2s	1.4s	98.1%	73.5 MB	112 MB	6.9 MB	80 MB
574	cb/ea3227	1417978	roi_creator (173)	COMPLETED	0	2025-10-28 04:11:20.466	2m 57s	2m 57s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
175	f7/93cca8	830502	fastsurfer (175)	COMPLETED	0	2025-10-28 03:23:47.512	1h 18m 22s	1h 18m 21s	1149.2%	13 GB	525.7 GB	3.5 GB	402.6 MB
575	2d/d13ec3	1638306	nifti_converter (174)	COMPLETED	0	2025-10-28 04:42:10.451	1.8s	1.2s	100.6%	73.5 MB	112 MB	6.8 MB	80 MB
576	6c/e2bb24	1639519	roi_creator (174)	COMPLETED	0	2025-10-28 04:42:13.211	2m 52s	2m 52s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
173	6b/85728f	650709	fastsurfer (173)	COMPLETED	0	2025-10-28 03:20:21.221	1h 36m 35s	1h 36m 34s	1110.8%	12.7 GB	525.4 GB	4 GB	473.4 MB
577	83/94f0f2	1777640	nifti_converter (175)	COMPLETED	0	2025-10-28 04:56:57.189	1.7s	1.1s	100.2%	9.8 MB	62.4 MB	7.2 MB	80 MB
578	33/04ed5e	1778368	roi_creator (175)	COMPLETED	0	2025-10-28 04:56:59.883	2m 22s	2m 22s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
174	26/cb91b4	761812	fastsurfer (174)	COMPLETED	0	2025-10-28 03:22:05.195	1h 47m 14s	1h 47m 13s	1241.3%	12.5 GB	525 GB	4 GB	471.7 MB
579	cc/bf9b99	1915268	nifti_converter (176)	COMPLETED	0	2025-10-28 05:09:18.998	1.5s	1s	100.0%	10.5 MB	62.4 MB	7.6 MB	80 MB
580	0b/d439a8	1916197	roi_creator (176)	COMPLETED	0	2025-10-28 05:09:21.552	2m 28s	2m 28s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
177	dd/ece89c	1273471	fastsurfer (177)	COMPLETED	0	2025-10-28 03:57:57.257	1h 14m 46s	1h 14m 45s	1063.0%	12.7 GB	525.4 GB	3.6 GB	413.9 MB
581	82/1554bc	1988922	nifti_converter (177)	COMPLETED	0	2025-10-28 05:12:43.254	1.7s	1.1s	100.1%	73.5 MB	112 MB	7.4 MB	80 MB
176	d6/a91424	1025142	fastsurfer (176)	COMPLETED	0	2025-10-28 03:36:35.825	1h 38m 7s	1h 38m 7s	1232.6%	13 GB	525.7 GB	3.7 GB	429.3 MB
583	c9/c1c6ca	2057744	nifti_converter (178)	COMPLETED	0	2025-10-28 05:14:43.074	1.6s	1s	100.9%	13.5 MB	62.4 MB	7.3 MB	80 MB
582	63/53cbd7	1990395	roi_creator (177)	COMPLETED	0	2025-10-28 05:12:45.993	2m 14s	2m 14s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
584	fa/c06bd1	2058856	roi_creator (178)	COMPLETED	0	2025-10-28 05:14:45.715	2m 17s	2m 16s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
178	c6/92f0d9	1183832	fastsurfer (178)	COMPLETED	0	2025-10-28 03:52:00.067	1h 28m 51s	1h 28m 50s	1283.0%	13.1 GB	525.8 GB	3.8 GB	445.9 MB
585	01/8a1278	2178214	nifti_converter (179)	COMPLETED	0	2025-10-28 05:20:52.017	1.5s	964ms	100.3%	11.2 MB	62.4 MB	7.3 MB	80 MB
586	e6/89a051	2178813	roi_creator (179)	COMPLETED	0	2025-10-28 05:20:54.540	2m 20s	2m 19s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
179	a8/ecffa7	1416601	fastsurfer (179)	COMPLETED	0	2025-10-28 04:11:16.490	1h 19m 40s	1h 19m 39s	984.6%	12.6 GB	525.4 GB	3.9 GB	456 MB
587	da/0ef479	2323299	nifti_converter (180)	COMPLETED	0	2025-10-28 05:30:57.481	1.5s	983ms	99.6%	13.5 MB	62.4 MB	7.3 MB	80 MB
588	84/09b8a5	2324143	roi_creator (180)	COMPLETED	0	2025-10-28 05:31:00.021	2m 51s	2m 50s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
181	38/ae42cb	1637560	fastsurfer (181)	COMPLETED	0	2025-10-28 04:42:09.445	57m 19s	57m 18s	856.0%	12.5 GB	525.1 GB	3.7 GB	421.3 MB
589	26/7e1b8f	2437738	nifti_converter (181)	COMPLETED	0	2025-10-28 05:39:28.418	2s	1.4s	99.3%	73.5 MB	112 MB	7.5 MB	80 MB
590	8d/c5127c	2439483	roi_creator (181)	COMPLETED	0	2025-10-28 05:39:31.392	2m 53s	2m 52s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
180	8b/e49d96	1777041	fastsurfer (180)	COMPLETED	0	2025-10-28 04:56:56.183	1h 8m 10s	1h 8m 10s	904.3%	13 GB	525.7 GB	3.8 GB	447.7 MB
591	38/d902e3	2642018	nifti_converter (182)	COMPLETED	0	2025-10-28 06:05:06.365	2s	1.4s	99.1%	73.5 MB	112 MB	7.3 MB	80 MB
592	6e/581eb5	2643011	roi_creator (182)	COMPLETED	0	2025-10-28 06:05:09.370	2m 54s	2m 53s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
182	1b/f0d757	1915260	fastsurfer (182)	COMPLETED	0	2025-10-28 05:09:18.990	1h 9m 56s	1h 9m 56s	1005.0%	13 GB	525.7 GB	3.7 GB	427.7 MB
593	e3/b00af0	2779522	nifti_converter (183)	COMPLETED	0	2025-10-28 06:19:15.445	2s	1.5s	98.6%	73.5 MB	112 MB	7.5 MB	80 MB
594	46/2edd38	2780814	roi_creator (183)	COMPLETED	0	2025-10-28 06:19:18.495	2m 55s	2m 54s	99.8%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
185	d6/49b3f2	1988921	fastsurfer (185)	COMPLETED	0	2025-10-28 05:12:43.248	1h 18m 18s	1h 18m 17s	1240.7%	12.9 GB	525.6 GB	3.6 GB	413.5 MB
595	67/8f36db	2909409	nifti_converter (184)	COMPLETED	0	2025-10-28 06:31:01.821	1.8s	1.2s	99.5%	73.5 MB	112 MB	7.1 MB	80 MB
596	57/ee4a49	2910219	roi_creator (184)	COMPLETED	0	2025-10-28 06:31:04.595	2m 33s	2m 33s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
183	26/2c02bf	2322694	fastsurfer (183)	COMPLETED	0	2025-10-28 05:30:56.473	1h 14m 42s	1h 14m 42s	1005.9%	12.7 GB	525.4 GB	3.6 GB	412.6 MB
597	e4/9bc241	3059471	nifti_converter (185)	COMPLETED	0	2025-10-28 06:45:38.807	1.8s	1.2s	100.1%	73.5 MB	112 MB	7.2 MB	80 MB
598	bd/20751e	3060774	roi_creator (185)	COMPLETED	0	2025-10-28 06:45:41.566	2m 35s	2m 34s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
188	28/eb135a	2437732	fastsurfer (188)	COMPLETED	0	2025-10-28 05:39:28.411	1h 16m 7s	1h 16m 6s	1079.4%	12.7 GB	525.4 GB	3.6 GB	406.1 MB
599	81/a3c7e9	3180981	nifti_converter (186)	COMPLETED	0	2025-10-28 06:55:36.248	1.6s	1.1s	100.2%	12 MB	62.4 MB	7.3 MB	80 MB
186	13/613952	2177390	fastsurfer (186)	COMPLETED	0	2025-10-28 05:20:51.008	1h 36m 43s	1h 36m 43s	1302.7%	13 GB	525.7 GB	3.7 GB	432.3 MB
601	34/ab5455	3245729	nifti_converter (187)	COMPLETED	0	2025-10-28 06:57:35.364	1.7s	1.1s	100.3%	73.5 MB	112 MB	7.1 MB	80 MB
600	ca/26db7b	3182157	roi_creator (186)	COMPLETED	0	2025-10-28 06:55:38.883	2m 33s	2m 33s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
602	94/9c2673	3246986	roi_creator (187)	COMPLETED	0	2025-10-28 06:57:38.046	2m 37s	2m 37s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
184	5b/0aa41e	2057727	fastsurfer (184)	COMPLETED	0	2025-10-28 05:14:43.063	1h 49m 59s	1h 49m 58s	1239.0%	12.5 GB	525 GB	3.9 GB	455.6 MB
603	d8/17717d	3364456	nifti_converter (188)	COMPLETED	0	2025-10-28 07:04:42.606	1.5s	912ms	100.3%	12.8 MB	62.4 MB	7.5 MB	80 MB
604	d6/70feb0	3365494	roi_creator (188)	COMPLETED	0	2025-10-28 07:04:45.088	2m 12s	2m 12s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
189	4f/fe2a63	2642009	fastsurfer (189)	COMPLETED	0	2025-10-28 06:05:06.358	1h 6m 32s	1h 6m 31s	811.3%	13.1 GB	525.8 GB	3.8 GB	447.5 MB
605	f2/48b1e0	3479021	nifti_converter (189)	COMPLETED	0	2025-10-28 07:11:39.484	1.8s	1.2s	99.7%	73.5 MB	112 MB	7.2 MB	80 MB
606	90/1e2da7	3480045	roi_creator (189)	COMPLETED	0	2025-10-28 07:11:42.288	2m 40s	2m 39s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
187	8e/d59658	2779513	fastsurfer (187)	COMPLETED	0	2025-10-28 06:19:15.436	59m 59s	59m 58s	839.6%	12.7 GB	525.4 GB	3.8 GB	450.1 MB
607	00/48525d	3596052	nifti_converter (190)	COMPLETED	0	2025-10-28 07:19:15.517	1.7s	1.1s	99.6%	73.5 MB	112 MB	7.8 MB	80 MB
608	e0/9d4060	3596943	roi_creator (190)	COMPLETED	0	2025-10-28 07:19:18.256	2m 53s	2m 52s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
190	96/7a09cf	2908586	fastsurfer (190)	COMPLETED	0	2025-10-28 06:31:00.815	1h 6m 50s	1h 6m 50s	818.8%	13 GB	525.7 GB	3.9 GB	465.3 MB
609	2b/5c7565	3766596	nifti_converter (191)	COMPLETED	0	2025-10-28 07:37:52.020	2.1s	1.4s	97.2%	73.5 MB	112 MB	7.6 MB	80 MB
610	6b/a7670a	3767112	roi_creator (191)	COMPLETED	0	2025-10-28 07:37:55.095	2m 53s	2m 52s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
193	2f/d31125	3059470	fastsurfer (193)	COMPLETED	0	2025-10-28 06:45:38.801	1h 8m 44s	1h 8m 44s	858.6%	12.5 GB	525 GB	3.9 GB	464.2 MB
611	54/ddfa1c	3921953	nifti_converter (192)	COMPLETED	0	2025-10-28 07:54:24.247	1.9s	1.4s	101.0%	73.5 MB	112 MB	7.5 MB	80 MB
612	1a/c0f4ea	3922475	roi_creator (192)	COMPLETED	0	2025-10-28 07:54:27.201	2m 32s	2m 31s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
192	b2/17c613	3180125	fastsurfer (192)	COMPLETED	0	2025-10-28 06:55:35.242	1h 8m 48s	1h 8m 47s	1133.6%	12.7 GB	525.5 GB	3.7 GB	425.3 MB
613	1e/94de69	4043165	nifti_converter (193)	COMPLETED	0	2025-10-28 08:04:22.845	1.7s	1.1s	100.8%	73.5 MB	112 MB	7.4 MB	80 MB
194	f8/af2dd7	3244050	fastsurfer (194)	COMPLETED	0	2025-10-28 06:57:34.359	1h 7m 39s	1h 7m 38s	1187.8%	12.7 GB	525.4 GB	3.7 GB	426 MB
615	0b/2bc612	4067021	nifti_converter (194)	COMPLETED	0	2025-10-28 08:05:13.010	1.7s	1.1s	100.2%	73.5 MB	112 MB	7.2 MB	80 MB
614	e3/ab0c0b	4045316	roi_creator (193)	COMPLETED	0	2025-10-28 08:04:25.550	2m 31s	2m 31s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
616	c1/c7a0d4	4074867	roi_creator (194)	COMPLETED	0	2025-10-28 08:05:15.687	2m 30s	2m 29s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
197	87/5dd594	3363856	fastsurfer (197)	COMPLETED	0	2025-10-28 07:04:41.599	1h 8m 37s	1h 8m 36s	1098.4%	12.5 GB	525 GB	3.8 GB	441.4 MB
617	dd/003ca5	37901	nifti_converter (195)	COMPLETED	0	2025-10-28 08:13:19.244	2s	1.3s	100.3%	73.5 MB	112 MB	7.2 MB	80 MB
618	69/2b2065	38940	roi_creator (195)	COMPLETED	0	2025-10-28 08:13:22.237	2m 29s	2m 29s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
196	98/744a10	3478418	fastsurfer (196)	COMPLETED	0	2025-10-28 07:11:38.474	1h 7m	1h 7m	822.1%	13 GB	525.7 GB	3.7 GB	423 MB
619	11/0094b0	135251	nifti_converter (196)	COMPLETED	0	2025-10-28 08:18:38.725	1.7s	1.1s	99.6%	72.8 MB	112 MB	7.5 MB	80 MB
620	72/94eda5	136575	roi_creator (196)	COMPLETED	0	2025-10-28 08:18:41.417	2m 33s	2m 32s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
195	7c/a7fd36	3595451	fastsurfer (195)	COMPLETED	0	2025-10-28 07:19:14.508	1h 6m 49s	1h 6m 48s	899.8%	13.1 GB	525.8 GB	3.8 GB	443.7 MB
621	78/3da6c5	256127	nifti_converter (197)	COMPLETED	0	2025-10-28 08:26:04.630	1.9s	1.3s	100.2%	73.5 MB	112 MB	7.7 MB	80 MB
622	6f/9ed352	256905	roi_creator (197)	COMPLETED	0	2025-10-28 08:26:07.570	2m 48s	2m 47s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
199	33/4c8acb	3765824	fastsurfer (199)	COMPLETED	0	2025-10-28 07:37:51.014	1h 3m 57s	1h 3m 56s	858.6%	12.7 GB	525.4 GB	3.8 GB	444.2 MB
623	5d/306742	422599	nifti_converter (198)	COMPLETED	0	2025-10-28 08:41:48.699	1.8s	1.2s	100.4%	73.5 MB	112 MB	7.6 MB	80 MB
624	29/976f06	423361	roi_creator (198)	COMPLETED	0	2025-10-28 08:41:51.511	2m 42s	2m 42s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
198	97/5ff29a	3921353	fastsurfer (198)	COMPLETED	0	2025-10-28 07:54:23.240	51m 50s	51m 49s	853.5%	13 GB	525.7 GB	3.6 GB	409 MB
625	03/13635d	504835	nifti_converter (199)	COMPLETED	0	2025-10-28 08:46:13.919	2s	1.4s	99.1%	73.5 MB	112 MB	7 MB	80 MB
626	80/e2055c	505604	roi_creator (199)	COMPLETED	0	2025-10-28 08:46:16.952	2m 47s	2m 46s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
201	32/f165d3	4067014	fastsurfer (201)	COMPLETED	0	2025-10-28 08:05:13.004	54m 19s	54m 19s	948.7%	12.7 GB	525.4 GB	3.5 GB	396.2 MB
200	12/cc9128	4043157	fastsurfer (200)	COMPLETED	0	2025-10-28 08:04:22.835	55m 10s	55m 9s	926.3%	12.7 GB	525.4 GB	3.6 GB	417 MB
627	3f/3d36f3	656391	nifti_converter (200)	COMPLETED	0	2025-10-28 08:59:32.808	2s	1.4s	99.1%	73.5 MB	112 MB	7.1 MB	80 MB
